data_referencia;cod_ibge;txt_municipio;txt_uf;num_ano_financiamento;qtd_uh_financiadas;vlr_financiamento;vlr_subsidio
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2009;2;106000,0;28406,0
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2010;11;598983,79;129620,0
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2011;9;450560,2;35436,0
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2012;26;1711299,54;532644,3999999999
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2013;33;2331474,5400000005;690322,6899999998
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2014;42;3001273,46;924962,69
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2015;43;3017464,23;816503,3099999998
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2016;25;1862638,58;302075,69
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2017;15;1156655,0;243058,31
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2018;17;1598038,89;271553,76
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2019;9;778097,62;139632,14
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2020;19;1859866,67;384218,2199999999
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2021;2;199983,53999999998;73505,18
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2022;8;766674,8900000001;136845,28999999998
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2023;24;3065153,7800000003;470206,33999999997
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2024;35;5535241,679999999;520384,74
16/05/2025;110001;Alta Floresta D'Oeste ;RO;2025;12;1772374,0699999998;289409,99
16/05/2025;110002;Ariquemes ;RO;2009;64;2947428,83;769513,3
16/05/2025;110002;Ariquemes ;RO;2010;94;5414181,69;1387931,0
16/05/2025;110002;Ariquemes ;RO;2011;115;7737559,3;536683,6
16/05/2025;110002;Ariquemes ;RO;2012;108;7850479,019999999;1832872,95
16/05/2025;110002;Ariquemes ;RO;2013;173;14427670,229999999;3374067,47
16/05/2025;110002;Ariquemes ;RO;2014;174;15157080,21;3876569,0700000003
16/05/2025;110002;Ariquemes ;RO;2015;233;21182376,89;5448985,01
16/05/2025;110002;Ariquemes ;RO;2016;191;17645363,459999997;3681991,4699999993
16/05/2025;110002;Ariquemes ;RO;2017;218;21139675,06;4530964,07
16/05/2025;110002;Ariquemes ;RO;2018;191;18757707,11;4695332,100000001
16/05/2025;110002;Ariquemes ;RO;2019;134;14073010,2;2759372,32
16/05/2025;110002;Ariquemes ;RO;2020;148;15439420,950000001;3384975,1700000004
16/05/2025;110002;Ariquemes ;RO;2021;90;9682017,120000001;2228634,460000001
16/05/2025;110002;Ariquemes ;RO;2022;109;14021589,250000002;1495133,0500000003
16/05/2025;110002;Ariquemes ;RO;2023;133;21307837,300000004;2088908,2000000007
16/05/2025;110002;Ariquemes ;RO;2024;228;38369786,190000005;4043907,3999999994
16/05/2025;110002;Ariquemes ;RO;2025;94;14611367,15;2067870,15
16/05/2025;110003;Cabixi ;RO;2024;1;152000,0;9188,55
16/05/2025;110004;Cacoal ;RO;2009;115;5341445,319999999;1510222,85
16/05/2025;110004;Cacoal ;RO;2010;197;10124904,519999998;3190662,0
16/05/2025;110004;Cacoal ;RO;2011;125;8127136,269999999;753630,6
16/05/2025;110004;Cacoal ;RO;2012;122;8618960,319999998;2279280,93
16/05/2025;110004;Cacoal ;RO;2013;161;12336601,179999998;3003031,0
16/05/2025;110004;Cacoal ;RO;2014;280;21448777,160000004;5221906,790000003
16/05/2025;110004;Cacoal ;RO;2015;184;15003808,230000002;3416061,460000001
16/05/2025;110004;Cacoal ;RO;2016;122;11399826,200000003;1521250,75
16/05/2025;110004;Cacoal ;RO;2017;144;14162556,910000004;1638543,3699999999
16/05/2025;110004;Cacoal ;RO;2018;129;13443641,839999998;1650162,98
16/05/2025;110004;Cacoal ;RO;2019;76;7570852,659999999;1327758,86
16/05/2025;110004;Cacoal ;RO;2020;81;7733280,330000001;1657799,18
16/05/2025;110004;Cacoal ;RO;2021;104;10585989,860000001;2173774,81
16/05/2025;110004;Cacoal ;RO;2022;108;12997330,8;1767243,4799999995
16/05/2025;110004;Cacoal ;RO;2023;193;29092328,94999999;2783177,68
16/05/2025;110004;Cacoal ;RO;2024;352;56990112,95;6802122,21
16/05/2025;110004;Cacoal ;RO;2025;126;20525950,779999997;2249647,96
16/05/2025;110005;Cerejeiras ;RO;2009;2;64025,5;26262,0
16/05/2025;110005;Cerejeiras ;RO;2010;1;41035,22;16989,0
16/05/2025;110005;Cerejeiras ;RO;2011;1;15000,0;8000,0
16/05/2025;110005;Cerejeiras ;RO;2012;6;314378,39;98882,18999999999
16/05/2025;110005;Cerejeiras ;RO;2013;19;1209875,6;276292,64
16/05/2025;110005;Cerejeiras ;RO;2014;30;1985724,58;505243,0399999999
16/05/2025;110005;Cerejeiras ;RO;2015;42;2954771,26;817584,9499999998
16/05/2025;110005;Cerejeiras ;RO;2016;26;1959830,74;345478,64999999997
16/05/2025;110005;Cerejeiras ;RO;2017;21;1583298,97;295216,69000000006
16/05/2025;110005;Cerejeiras ;RO;2018;13;1113622,17;205332,71
16/05/2025;110005;Cerejeiras ;RO;2019;12;1006578,3600000001;115112,65999999997
16/05/2025;110005;Cerejeiras ;RO;2020;20;1935891,45;201538,44000000003
16/05/2025;110005;Cerejeiras ;RO;2021;11;1092632,17;192083,24
16/05/2025;110005;Cerejeiras ;RO;2022;12;1386122,8900000001;91442,45
16/05/2025;110005;Cerejeiras ;RO;2023;14;2155055,1100000003;74926,77
16/05/2025;110005;Cerejeiras ;RO;2024;34;5522974,930000001;398235,49
16/05/2025;110005;Cerejeiras ;RO;2025;12;1766027,38;249746,54
16/05/2025;110006;Colorado do Oeste ;RO;2009;5;167831,07;57018,0
16/05/2025;110006;Colorado do Oeste ;RO;2010;4;163400,02;28070,0
16/05/2025;110006;Colorado do Oeste ;RO;2011;5;223111,21999999997;18116,0
16/05/2025;110006;Colorado do Oeste ;RO;2012;14;729183,0599999999;245441,33000000002
16/05/2025;110006;Colorado do Oeste ;RO;2013;20;1119349,5;323198,89999999997
16/05/2025;110006;Colorado do Oeste ;RO;2014;10;701391,9000000001;139185,95
16/05/2025;110006;Colorado do Oeste ;RO;2015;11;755386,0700000001;120710,98999999999
16/05/2025;110006;Colorado do Oeste ;RO;2016;17;1190575,1600000001;198977,59999999998
16/05/2025;110006;Colorado do Oeste ;RO;2017;9;671962,02;116152,78
16/05/2025;110006;Colorado do Oeste ;RO;2018;4;276891,19;32307,170000000002
16/05/2025;110006;Colorado do Oeste ;RO;2019;3;242196,44;65491,0
16/05/2025;110006;Colorado do Oeste ;RO;2020;7;665256,0;105675,96
16/05/2025;110006;Colorado do Oeste ;RO;2021;3;295587,3;47983,049999999996
16/05/2025;110006;Colorado do Oeste ;RO;2022;5;535428,48;50067,64
16/05/2025;110006;Colorado do Oeste ;RO;2023;8;1369325,9;37158,61
16/05/2025;110006;Colorado do Oeste ;RO;2024;18;3020908,9;278322,36
16/05/2025;110006;Colorado do Oeste ;RO;2025;5;972600,0;31059,48
16/05/2025;110007;Corumbiara ;RO;2025;1;240000,0;0,0
16/05/2025;110008;Costa Marques ;RO;2014;1;56448,0;24451,989999999998
16/05/2025;110008;Costa Marques ;RO;2025;1;152000,0;256,0
16/05/2025;110009;Espigão D'Oeste ;RO;2009;9;415898,98;76331,0
16/05/2025;110009;Espigão D'Oeste ;RO;2010;43;1863942,71;699880,0
16/05/2025;110009;Espigão D'Oeste ;RO;2011;80;3657528,49;724422,0
16/05/2025;110009;Espigão D'Oeste ;RO;2012;56;2794912,75;1114351,2
16/05/2025;110009;Espigão D'Oeste ;RO;2013;69;3463616,2;1548012,65
16/05/2025;110009;Espigão D'Oeste ;RO;2014;96;5939947,409999999;2116521,9699999997
16/05/2025;110009;Espigão D'Oeste ;RO;2015;71;4351047,81;1674291,0699999998
16/05/2025;110009;Espigão D'Oeste ;RO;2016;40;2757543,2199999997;724998,2399999999
16/05/2025;110009;Espigão D'Oeste ;RO;2017;24;1817250,64;433878,85
16/05/2025;110009;Espigão D'Oeste ;RO;2018;14;933674,02;268327,80000000005
16/05/2025;110009;Espigão D'Oeste ;RO;2019;19;1505920,34;296485,81000000006
16/05/2025;110009;Espigão D'Oeste ;RO;2020;24;2072157,98;429106,95999999996
16/05/2025;110009;Espigão D'Oeste ;RO;2021;10;900560,03;184955,93000000002
16/05/2025;110009;Espigão D'Oeste ;RO;2022;19;1897771,99;243404,93000000002
16/05/2025;110009;Espigão D'Oeste ;RO;2023;28;3374353,2800000003;363513,45999999996
16/05/2025;110009;Espigão D'Oeste ;RO;2024;30;3883670,2099999995;336970,13999999996
16/05/2025;110009;Espigão D'Oeste ;RO;2025;5;594955,2799999999;197899,53
16/05/2025;110010;Guajará-Mirim ;RO;2009;7;182650,0;45755,0
16/05/2025;110010;Guajará-Mirim ;RO;2010;2;103500,0;20070,0
16/05/2025;110010;Guajará-Mirim ;RO;2011;4;161108,66;0,0
16/05/2025;110010;Guajará-Mirim ;RO;2012;13;878451,0;228729,40000000002
16/05/2025;110010;Guajará-Mirim ;RO;2013;17;1135756,6099999999;338676,6699999999
16/05/2025;110010;Guajará-Mirim ;RO;2014;10;722658,48;125345,85
16/05/2025;110010;Guajará-Mirim ;RO;2015;35;2699339,8900000006;651381,6899999998
16/05/2025;110010;Guajará-Mirim ;RO;2016;43;3418780,96;593737,4299999999
16/05/2025;110010;Guajará-Mirim ;RO;2017;39;3060339,73;654355,56
16/05/2025;110010;Guajará-Mirim ;RO;2018;45;3430710,0100000002;934718,33
16/05/2025;110010;Guajará-Mirim ;RO;2019;34;2885263,0500000003;631552,12
16/05/2025;110010;Guajará-Mirim ;RO;2020;48;4562522,49;866492,04
16/05/2025;110010;Guajará-Mirim ;RO;2021;21;1984337,8000000003;359603,75
16/05/2025;110010;Guajará-Mirim ;RO;2022;29;3203551,96;237810,21000000002
16/05/2025;110010;Guajará-Mirim ;RO;2023;33;3821898,55;311815,07
16/05/2025;110010;Guajará-Mirim ;RO;2024;34;4493389,08;441384,62000000005
16/05/2025;110010;Guajará-Mirim ;RO;2025;7;971330,89;136400,86
16/05/2025;110011;Jaru ;RO;2009;32;1577798,42;375535,0
16/05/2025;110011;Jaru ;RO;2010;162;8734430,219999999;2794506,0
16/05/2025;110011;Jaru ;RO;2011;42;2427690,39;281034,0
16/05/2025;110011;Jaru ;RO;2012;27;1775270,0900000003;475460,89999999997
16/05/2025;110011;Jaru ;RO;2013;31;2148508,86;670529,62
16/05/2025;110011;Jaru ;RO;2014;50;3740233,52;945898,3399999999
16/05/2025;110011;Jaru ;RO;2015;58;4791523,589999999;836204,6899999998
16/05/2025;110011;Jaru ;RO;2016;64;5487460,7299999995;884298,49
16/05/2025;110011;Jaru ;RO;2017;92;8570552,57;1585768,8399999999
16/05/2025;110011;Jaru ;RO;2018;131;12691336,930000002;2347647,3499999996
16/05/2025;110011;Jaru ;RO;2019;160;15371978,11;3385309,38
16/05/2025;110011;Jaru ;RO;2020;216;20414158,06;5197851,0600000005
16/05/2025;110011;Jaru ;RO;2021;166;15999992,549999999;4208808,09
16/05/2025;110011;Jaru ;RO;2022;118;13345791,690000001;2640343,7300000004
16/05/2025;110011;Jaru ;RO;2023;115;14873033,869999997;2584002,5099999993
16/05/2025;110011;Jaru ;RO;2024;149;20900235,86;4024251,119999999
16/05/2025;110011;Jaru ;RO;2025;44;6278106,59;1016676,6499999999
16/05/2025;110012;Ji-Paraná ;RO;2009;234;10752514,49;3869808,91
16/05/2025;110012;Ji-Paraná ;RO;2010;372;20040347,56;7547505,0
16/05/2025;110012;Ji-Paraná ;RO;2011;384;23969140,99;4283798,0
16/05/2025;110012;Ji-Paraná ;RO;2012;439;31317083,389999997;10200043,270000001
16/05/2025;110012;Ji-Paraná ;RO;2013;375;27710141,229999993;9945559,300000003
16/05/2025;110012;Ji-Paraná ;RO;2014;446;36332866,46;11784023,670000004
16/05/2025;110012;Ji-Paraná ;RO;2015;498;43237850,300000004;12276091,820000002
16/05/2025;110012;Ji-Paraná ;RO;2016;424;37877611,099999994;9834877,860000001
16/05/2025;110012;Ji-Paraná ;RO;2017;475;45184725,76;11600545,510000002
16/05/2025;110012;Ji-Paraná ;RO;2018;532;52798986,67;13501125,030000001
16/05/2025;110012;Ji-Paraná ;RO;2019;606;64079109,85;13884988,630000003
16/05/2025;110012;Ji-Paraná ;RO;2020;567;63127338,50000001;12568365,709999999
16/05/2025;110012;Ji-Paraná ;RO;2021;573;66629213,92000002;13827403,940000005
16/05/2025;110012;Ji-Paraná ;RO;2022;532;68382098,72000001;11783961,26
16/05/2025;110012;Ji-Paraná ;RO;2023;640;93961697,77;14314038,78
16/05/2025;110012;Ji-Paraná ;RO;2024;828;130895492,84999998;21323266,609999992
16/05/2025;110012;Ji-Paraná ;RO;2025;276;45458846,300000004;5558301,84
16/05/2025;110013;Machadinho D'Oeste ;RO;2009;2;78678,0;22488,0
16/05/2025;110013;Machadinho D'Oeste ;RO;2010;8;426549,62;134519,0
16/05/2025;110013;Machadinho D'Oeste ;RO;2011;28;1579709,66;186580,2
16/05/2025;110013;Machadinho D'Oeste ;RO;2012;33;2170879,3000000003;658256,06
16/05/2025;110013;Machadinho D'Oeste ;RO;2013;34;2537849,24;694803,0599999998
16/05/2025;110013;Machadinho D'Oeste ;RO;2014;54;4023859,22;1058430,6199999999
16/05/2025;110013;Machadinho D'Oeste ;RO;2015;62;4683010,199999999;1100073,71
16/05/2025;110013;Machadinho D'Oeste ;RO;2016;32;2634701,9299999997;463019,06
16/05/2025;110013;Machadinho D'Oeste ;RO;2017;33;2717865,9699999997;603140,85
16/05/2025;110013;Machadinho D'Oeste ;RO;2018;60;4801965,869999999;1146019,8900000001
16/05/2025;110013;Machadinho D'Oeste ;RO;2019;34;3056574,65;657440,4099999999
16/05/2025;110013;Machadinho D'Oeste ;RO;2020;28;2697598,9;564403,6199999999
16/05/2025;110013;Machadinho D'Oeste ;RO;2021;18;1750610,17;292678,75
16/05/2025;110013;Machadinho D'Oeste ;RO;2022;26;2760291,59;394036,1000000001
16/05/2025;110013;Machadinho D'Oeste ;RO;2023;43;5425913,86;646653,24
16/05/2025;110013;Machadinho D'Oeste ;RO;2024;59;8069868,329999999;1555964,2
16/05/2025;110013;Machadinho D'Oeste ;RO;2025;13;1957826,8599999999;306181,15
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2009;3;151890,0;36993,0
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2010;5;175796,79;80212,0
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2011;7;306581,17;19687,0
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2013;4;267757,12;72440,19
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2014;4;247279,0;71241,97
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2015;9;596915,5;146785,13
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2016;5;550395,3400000001;3396,26
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2018;1;79066,15;0,0
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2019;2;143700,0;0,0
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2022;1;103200,0;3606,42
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2023;3;412294,52;1162,0
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2024;5;619761,84;30124,05
16/05/2025;110014;Nova Brasilândia D'Oeste ;RO;2025;2;299233,0;55137,64
16/05/2025;110015;Ouro Preto do Oeste ;RO;2009;23;1074012,42;218414,0
16/05/2025;110015;Ouro Preto do Oeste ;RO;2010;21;1027220,67;267327,0
16/05/2025;110015;Ouro Preto do Oeste ;RO;2011;12;644694,2899999999;55470,2
16/05/2025;110015;Ouro Preto do Oeste ;RO;2012;12;679243,8099999999;213558,16000000003
16/05/2025;110015;Ouro Preto do Oeste ;RO;2013;31;1940500,2000000002;603300,2699999999
16/05/2025;110015;Ouro Preto do Oeste ;RO;2014;57;3735465,7699999996;1227943,7399999998
16/05/2025;110015;Ouro Preto do Oeste ;RO;2015;33;2385104,8;536197,6900000001
16/05/2025;110015;Ouro Preto do Oeste ;RO;2016;36;2675102,78;518476,08999999997
16/05/2025;110015;Ouro Preto do Oeste ;RO;2017;73;5683051,17;1544101,65
16/05/2025;110015;Ouro Preto do Oeste ;RO;2018;43;3540654,6700000004;955148,7999999998
16/05/2025;110015;Ouro Preto do Oeste ;RO;2019;26;2168445,28;465574,76999999996
16/05/2025;110015;Ouro Preto do Oeste ;RO;2020;10;894909,7000000001;253949,37
16/05/2025;110015;Ouro Preto do Oeste ;RO;2021;11;989640,8300000001;258355,87
16/05/2025;110015;Ouro Preto do Oeste ;RO;2022;6;770951,81;41975,81
16/05/2025;110015;Ouro Preto do Oeste ;RO;2023;10;1434420,26;69427,79
16/05/2025;110015;Ouro Preto do Oeste ;RO;2024;22;3273096,03;346653,12
16/05/2025;110015;Ouro Preto do Oeste ;RO;2025;12;1927479,18;127800,34
16/05/2025;110018;Pimenta Bueno ;RO;2009;16;593000,0;110191,0
16/05/2025;110018;Pimenta Bueno ;RO;2010;24;1130224,2500000002;282314,0
16/05/2025;110018;Pimenta Bueno ;RO;2011;24;1331944,44;87333,59999999999
16/05/2025;110018;Pimenta Bueno ;RO;2012;41;2502308,68;630217,4299999998
16/05/2025;110018;Pimenta Bueno ;RO;2013;17;1176739,61;269101,62999999995
16/05/2025;110018;Pimenta Bueno ;RO;2014;21;1665085,8;351291,3699999999
16/05/2025;110018;Pimenta Bueno ;RO;2015;26;1997110,35;420046,94999999995
16/05/2025;110018;Pimenta Bueno ;RO;2016;12;904896,0499999999;125978,6
16/05/2025;110018;Pimenta Bueno ;RO;2017;10;828186,34;66462,41
16/05/2025;110018;Pimenta Bueno ;RO;2018;11;980520,98;155843,84
16/05/2025;110018;Pimenta Bueno ;RO;2019;8;720506,9199999999;47568,51
16/05/2025;110018;Pimenta Bueno ;RO;2020;14;1346841,18;135625,2
16/05/2025;110018;Pimenta Bueno ;RO;2021;9;870481,53;93357,95
16/05/2025;110018;Pimenta Bueno ;RO;2022;19;2476956,9099999997;88395,37
16/05/2025;110018;Pimenta Bueno ;RO;2023;47;8072493,84;113012,93999999999
16/05/2025;110018;Pimenta Bueno ;RO;2024;66;12617562,64;338098,88000000006
16/05/2025;110018;Pimenta Bueno ;RO;2025;17;3057753,3200000003;13035,15
16/05/2025;110020;Porto Velho ;RO;2009;350;19006301,21;2586297,5100000002
16/05/2025;110020;Porto Velho ;RO;2010;308;19729089,09;3092711,0
16/05/2025;110020;Porto Velho ;RO;2011;773;52189529,980000004;4905862,0
16/05/2025;110020;Porto Velho ;RO;2012;639;45578865,87999999;10215643,190000001
16/05/2025;110020;Porto Velho ;RO;2013;1259;90396856,39999993;27239874,38
16/05/2025;110020;Porto Velho ;RO;2014;973;86351896,08999994;19435733,48
16/05/2025;110020;Porto Velho ;RO;2015;636;64987438,099999994;7488943,270000002
16/05/2025;110020;Porto Velho ;RO;2016;389;44168076,21;1608534,61
16/05/2025;110020;Porto Velho ;RO;2017;376;42598580,80000001;2390583,98
16/05/2025;110020;Porto Velho ;RO;2018;320;32974921,369999997;2122934,04
16/05/2025;110020;Porto Velho ;RO;2019;374;37880362,64000001;3457182,5999999996
16/05/2025;110020;Porto Velho ;RO;2020;454;48520967,17000001;6185121,790000001
16/05/2025;110020;Porto Velho ;RO;2021;136;14848725,33;1458690,0999999999
16/05/2025;110020;Porto Velho ;RO;2022;223;29231082,78;1035359,3200000001
16/05/2025;110020;Porto Velho ;RO;2023;361;56494616,0;2053181,9100000001
16/05/2025;110020;Porto Velho ;RO;2024;476;79682840,78;2945287,3900000006
16/05/2025;110020;Porto Velho ;RO;2025;98;14762181,219999999;751679,21
16/05/2025;110025;Presidente Médici ;RO;2009;4;226900,0;33695,0
16/05/2025;110025;Presidente Médici ;RO;2010;5;263237,78;52758,0
16/05/2025;110025;Presidente Médici ;RO;2011;3;192180,83000000002;7626,0
16/05/2025;110025;Presidente Médici ;RO;2012;3;183322,16;60209,0
16/05/2025;110025;Presidente Médici ;RO;2013;5;302150,54000000004;84840,7
16/05/2025;110025;Presidente Médici ;RO;2014;26;1806310,08;548238,2
16/05/2025;110025;Presidente Médici ;RO;2015;37;2909742,22;756853,1599999999
16/05/2025;110025;Presidente Médici ;RO;2016;34;2545129,5300000003;510157,9499999999
16/05/2025;110025;Presidente Médici ;RO;2017;19;1509424,28;400735,1
16/05/2025;110025;Presidente Médici ;RO;2018;29;2261019,6300000004;525604,82
16/05/2025;110025;Presidente Médici ;RO;2019;29;2701284,95;605146,7999999999
16/05/2025;110025;Presidente Médici ;RO;2020;51;4964719,14;1082651,4100000001
16/05/2025;110025;Presidente Médici ;RO;2021;36;3666857,8800000004;891517,5600000002
16/05/2025;110025;Presidente Médici ;RO;2022;41;4273870,3100000005;987370,27
16/05/2025;110025;Presidente Médici ;RO;2023;55;7158855,010000002;1007709,6200000001
16/05/2025;110025;Presidente Médici ;RO;2024;72;10807942,24;1566536,1
16/05/2025;110025;Presidente Médici ;RO;2025;18;2664635,99;417300,49
16/05/2025;110026;Rio Crespo ;RO;2014;1;71600,0;0,0
16/05/2025;110028;Rolim de Moura ;RO;2009;18;954226,22;183945,0
16/05/2025;110028;Rolim de Moura ;RO;2010;80;4654437,800000001;1279020,0
16/05/2025;110028;Rolim de Moura ;RO;2011;112;6559544,4799999995;726033,0
16/05/2025;110028;Rolim de Moura ;RO;2012;160;10096721,899999999;2862028,5100000002
16/05/2025;110028;Rolim de Moura ;RO;2013;149;10642302,330000004;3229406,140000002
16/05/2025;110028;Rolim de Moura ;RO;2014;133;9978693,25;2807007,8299999996
16/05/2025;110028;Rolim de Moura ;RO;2015;114;9799304,53;1920293,8399999999
16/05/2025;110028;Rolim de Moura ;RO;2016;72;6485704,699999999;852409,3999999999
16/05/2025;110028;Rolim de Moura ;RO;2017;83;8218057,470000001;1059233,76
16/05/2025;110028;Rolim de Moura ;RO;2018;93;8882497,619999997;1838076,98
16/05/2025;110028;Rolim de Moura ;RO;2019;81;7617396,530000001;1560675,0799999996
16/05/2025;110028;Rolim de Moura ;RO;2020;75;7033668,47;1672743,8499999999
16/05/2025;110028;Rolim de Moura ;RO;2021;44;4371741,14;1111355,35
16/05/2025;110028;Rolim de Moura ;RO;2022;41;4716845,45;456585,78
16/05/2025;110028;Rolim de Moura ;RO;2023;84;12673738,780000001;835231,52
16/05/2025;110028;Rolim de Moura ;RO;2024;131;21357672,21;1340207,58
16/05/2025;110028;Rolim de Moura ;RO;2025;43;7029548,029999999;728628,3399999999
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2009;1;49500,0;10035,0
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2011;5;199424,56;5071,2
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2012;3;131225,95;45477,85999999999
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2013;3;176365,93;74438,97
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2014;5;263156,31;73593,13
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2015;6;435324,23;124457,78999999998
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2016;1;71701,31;4353,25
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2019;2;143525,36;39391,56
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2020;1;83187,21;0,0
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2023;2;260511,61;70092,05
16/05/2025;110029;Santa Luzia D'Oeste ;RO;2024;4;538451,4299999999;93533,37
16/05/2025;110030;Vilhena ;RO;2009;89;4016431,7799999993;1016472,0
16/05/2025;110030;Vilhena ;RO;2010;208;9694571,53;3496753,0
16/05/2025;110030;Vilhena ;RO;2011;135;7173823,59;977104,6
16/05/2025;110030;Vilhena ;RO;2012;172;10966101,459999997;3159825,27
16/05/2025;110030;Vilhena ;RO;2013;307;22460329,3;6511490,29
16/05/2025;110030;Vilhena ;RO;2014;334;26622403,729999993;6644126,310000002
16/05/2025;110030;Vilhena ;RO;2015;315;26817152,740000002;5858087,630000001
16/05/2025;110030;Vilhena ;RO;2016;304;26889696,410000004;4376668,840000001
16/05/2025;110030;Vilhena ;RO;2017;383;36184278,64;8145287,94
16/05/2025;110030;Vilhena ;RO;2018;589;57290698,22;13040264,89
16/05/2025;110030;Vilhena ;RO;2019;400;39203044,300000004;8378699,709999999
16/05/2025;110030;Vilhena ;RO;2020;524;51624096,61000001;11892350,61
16/05/2025;110030;Vilhena ;RO;2021;451;49089048,250000015;10139706,550000003
16/05/2025;110030;Vilhena ;RO;2022;579;71884823,43;10985745,440000001
16/05/2025;110030;Vilhena ;RO;2023;671;98706566,46000001;11130747,61
16/05/2025;110030;Vilhena ;RO;2024;882;144974380,03;16466978,370000001
16/05/2025;110030;Vilhena ;RO;2025;246;40872011,04000001;3882589,35
16/05/2025;110032;São Miguel do Guaporé ;RO;2013;3;205860,18;44310,979999999996
16/05/2025;110032;São Miguel do Guaporé ;RO;2014;12;733136,99;312128,36
16/05/2025;110032;São Miguel do Guaporé ;RO;2015;29;1911839,5500000003;605561,35
16/05/2025;110032;São Miguel do Guaporé ;RO;2016;6;482097,63;103192,75
16/05/2025;110032;São Miguel do Guaporé ;RO;2017;10;770157,75;140745,2
16/05/2025;110032;São Miguel do Guaporé ;RO;2018;12;1070147,25;55529,82
16/05/2025;110032;São Miguel do Guaporé ;RO;2019;5;375915,62;79153,12
16/05/2025;110032;São Miguel do Guaporé ;RO;2020;15;1321901,24;247579,34000000003
16/05/2025;110032;São Miguel do Guaporé ;RO;2021;12;1186280,08;269846,02999999997
16/05/2025;110032;São Miguel do Guaporé ;RO;2022;22;2340444,93;406361,77
16/05/2025;110032;São Miguel do Guaporé ;RO;2023;23;2902770,52;115600,16
16/05/2025;110032;São Miguel do Guaporé ;RO;2024;33;5411218,58;686171,6200000001
16/05/2025;110032;São Miguel do Guaporé ;RO;2025;8;1238370,0;109379,59000000001
16/05/2025;110033;Nova Mamoré ;RO;2013;6;405616,05;132797,88
16/05/2025;110033;Nova Mamoré ;RO;2014;9;661604,0;210408,0
16/05/2025;110033;Nova Mamoré ;RO;2015;3;219045,0;50370,0
16/05/2025;110033;Nova Mamoré ;RO;2018;3;216772,0;28451,170000000002
16/05/2025;110033;Nova Mamoré ;RO;2019;4;287772,0;60872,52
16/05/2025;110033;Nova Mamoré ;RO;2020;2;203200,01;0,0
16/05/2025;110033;Nova Mamoré ;RO;2021;2;158585,66;40071,590000000004
16/05/2025;110033;Nova Mamoré ;RO;2022;1;112464,55;16513,39
16/05/2025;110033;Nova Mamoré ;RO;2023;2;300198,98;3814,2
16/05/2025;110033;Nova Mamoré ;RO;2024;3;413000,0;33439,64
16/05/2025;110033;Nova Mamoré ;RO;2025;4;510165,0;31523,56
16/05/2025;110034;Alvorada D'Oeste ;RO;2012;1;71846,44;19271,04
16/05/2025;110034;Alvorada D'Oeste ;RO;2016;3;190551,81;36922,25
16/05/2025;110034;Alvorada D'Oeste ;RO;2018;1;50789,68;6155,09
16/05/2025;110034;Alvorada D'Oeste ;RO;2019;3;207986,56;25988,0
16/05/2025;110034;Alvorada D'Oeste ;RO;2020;2;177986,75;20999,989999999998
16/05/2025;110034;Alvorada D'Oeste ;RO;2021;3;316582,7;87400,0
16/05/2025;110034;Alvorada D'Oeste ;RO;2022;4;403295,81;85034,38
16/05/2025;110034;Alvorada D'Oeste ;RO;2023;8;1018134,4;105962,25
16/05/2025;110034;Alvorada D'Oeste ;RO;2024;20;3147401,33;355099,20999999996
